5	1000026	90
5	1000125	90
5	1002404	90
5	1003454	90
5	1004095	0
5	1006389	100
5	1007723	0
5	1010065	90
5	1010309	100
5	1010787	0
5	1012011	90
5	1012920	100
5	1013012	0
5	1013025	100
5	1013213	0
5	1013384	0
5	1013412	100
5	1013565	100
5	1014120	100
5	1014252	0
5	1014287	100
5	1014312	0
5	1015454	100
5	1015750	0
5	1017306	100
5	1017555	90
5	1018995	0
5	1019134	90
5	1020326	0
5	1020829	0
5	1021580	0
5	1022629	0
5	1022980	90
5	1024467	100
5	1025005	0
5	1026194	100
5	1026260	100
5	1029481	90
5	1029489	90
5	1029612	0
5	1029908	100
5	1030683	90
5	1030879	0
5	1031044	100
5	1031503	0
5	1031703	100
5	1031913	90
5	1032638	100
5	1033451	0
5	1033747	0
5	1034883	100
5	1037490	0
5	1037847	90
5	1043384	90
5	1043454	0
5	1044487	0
5	1045525	0
5	1045704	90
5	1046331	0
5	1052054	0
5	1052094	0
5	1052200	0
5	1053407	0
5	1053686	100
5	1081608	90
5	1097498	0
5	1097550	0
5	1098048	0
5	1098125	0
5	1098209	0
5	1099251	100
5	1099368	0
6	1000335	50
6	1006078	30
6	1006373	70
6	1007610	30
6	1008023	30
6	1009453	70
6	1010542	70
6	1010787	70
6	1010797	50
6	1012174	0
6	1012809	90
6	1014252	70
6	1014312	70
6	1014635	50
6	1015272	0
6	1015424	50
6	1016419	30
6	1017240	50
6	1017435	0
6	1017874	50
6	1018587	70
6	1019576	70
6	1019857	70
6	1021142	0
6	1021815	30
6	1021869	70
6	1021912	30
6	1021928	50
