5	1000026	90
5	1000125	90
5	1002404	90
5	1003454	90
5	1004095	0
5	1006389	100
5	1007723	0
5	1010065	90
5	1010309	100
5	1010787	0
5	1012011	90
5	1012920	100
5	1013012	0
5	1013025	100
5	1013213	0
5	1013384	0
5	1013412	100
5	1013565	100
5	1014120	100
5	1014252	0
5	1014287	100
5	1014312	0
5	1015454	100
5	1015750	0
5	1017306	100
5	1017555	90
5	1018995	0
5	1019134	90
5	1020326	0
5	1020829	0
5	1021580	0
5	1022629	0
5	1022980	90
5	1024467	100
5	1025005	0
5	1026194	100
5	1026260	100
5	1029481	90
5	1029489	90
5	1029612	0
5	1029908	100
5	1030683	90
5	1030879	0
5	1031044	100
5	1031503	0
5	1031703	100
5	1031913	90
5	1032638	100
5	1033451	0
5	1033747	0
5	1034883	100
5	1037490	0
5	1037847	90
5	1043384	90
5	1043454	0
5	1044487	0
5	1045525	0
5	1045704	90
5	1046331	0
5	1052054	0
5	1052094	0
5	1052200	0
5	1053407	0
5	1053686	100
5	1081608	90
5	1097498	0
5	1097550	0
5	1098048	0
5	1098125	0
5	1098209	0
5	1099251	100
5	1099368	0
6	1000335	50
6	1006078	30
6	1006373	70
6	1007610	30
6	1008023	30
6	1009453	70
6	1010542	70
6	1010787	70
6	1010797	50
6	1012174	0
6	1012809	90
6	1014252	70
6	1014312	70
6	1014635	50
6	1015272	0
6	1015424	50
6	1016419	30
6	1017240	50
6	1017435	0
6	1017874	50
6	1018587	70
6	1019576	70
6	1019857	70
6	1021142	0
6	1021815	30
6	1021869	70
6	1021912	30
6	1021928	50
6	1022010	70
6	1022226	50
6	1022925	70
6	1024670	0
6	1024844	70
6	1025831	70
6	1026015	90
6	1026882	50
6	1027009	50
6	1027741	0
6	1027743	30
6	1030933	30
6	1031044	70
6	1031096	0
6	1032224	30
6	1032444	50
6	1034801	90
6	1039719	90
6	1041052	30
6	1042272	50
6	1042768	50
6	1044604	0
6	1045021	70
6	1045525	30
6	1048335	90
6	1051787	30
6	1052054	70
6	1052200	30
6	1053387	50
6	1053507	70
6	1053653	30
6	1062238	90
6	1083194	50
6	1097498	70
6	1098048	70
6	1098099	70
6	1098349	50
6	1098595	70
6	1098798	70
6	1099096	50
6	1099097	50
6	1099173	50
10	1000125	90
10	1000286	30
10	1000335	70
10	1000398	30
10	1000454	40
10	1000905	50
10	1001123	50
10	1001236	25
10	1001649	50
10	1001925	40
10	1002280	30
10	1002434	50
10	1002766	60
10	1002815	60
10	1002922	50
10	1002960	50
10	1003454	10
10	1003522	10
10	1003794	90
10	1003899	50
10	1004121	50
10	1004468	80
10	1004976	20
10	1005017	10
10	1005290	90
10	1005409	50
10	1005605	60
10	1005637	50
10	1005854	50
10	1005881	50
10	1005938	30
10	1006055	50
10	1006078	56
10	1006175	70
10	1006242	40
10	1006316	50
10	1006748	50
10	1006831	50
10	1006860	65
10	1006971	60
10	1006978	100
10	1007098	50
10	1007340	65
10	1007434	50
10	1007610	90
10	1007723	50
10	1008023	20
10	1008037	40
10	1008330	50
10	1008451	76
10	1008492	20
10	1009158	50
10	1009214	20
10	1009400	20
10	1009453	50
10	1009496	70
10	1009545	34
10	1010065	50
10	1010191	25
10	1010317	50
10	1010542	20
10	1010722	50
10	1010787	60
10	1011104	60
10	1011139	16
10	1011148	90
10	1011846	70
10	1012011	50
10	1012012	40
10	1012152	50
10	1012271	60
10	1012424	50
10	1012651	10
10	1012752	20
10	1012884	56
10	1013012	10
10	1013111	50
10	1013119	50
10	1013135	50
10	1013213	20
10	1013354	30
10	1013438	40
10	1013589	20
10	1014091	40
10	1014174	50
10	1014252	30
10	1014312	50
10	1014374	40
10	1014463	30
10	1014635	100
10	1014678	50
10	1014692	50
10	1014733	50
10	1014855	50
10	1015033	50
10	1015272	76
10	1015715	50
10	1015750	50
10	1016051	50
10	1016419	30
10	1016522	50
10	1016600	30
10	1016663	50
10	1016793	50
10	1016885	80
10	1017031	80
10	1017240	20
10	1017317	50
10	1017511	40
10	1017555	50
10	1017658	50
10	1017781	50
10	1017874	70
10	1017880	50
10	1017989	5
10	1018124	60
10	1018252	30
10	1018587	30
10	1018620	56
10	1018686	40
10	1019070	50
10	1019134	50
10	1019331	50
10	1019512	90
10	1019522	100
10	1019802	100
10	1019857	90
10	1020036	50
10	1020524	90
10	1020601	50
10	1020778	70
10	1020983	60
10	1020993	50
10	1021142	65
10	1021402	50
10	1021580	20
10	1021623	30
10	1021718	50
10	1021815	20
10	1021869	60
10	1021928	100
10	1022226	30
10	1022601	50
10	1022808	90
10	1022980	50
10	1023479	50
10	1023509	85
10	1024095	50
10	1024111	50
10	1024272	45
10	1024759	76
10	1024951	50
10	1025681	50
10	1025801	50
10	1025831	40
